ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10210,26,99.72,14," 2,592.72 ",12/11/2022,511,Shipped,Planes,99.00,0.72,S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10107,26,120.86,14," 3,142.36 ",02/11/2022,521,Shipped,Classic Cars,151.00,-30.14,S12_3148,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10204,26,123.32,1," 3,206.32 ",02/10/2022,552,Shipped,Vintage Cars,127.00,-3.68,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10107,26,163.99,4," 4,263.74 ",25/09/2022,559,Shipped,Classic Cars,147.00,16.99,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10194,26,89.01,6," 2,314.26 ",25/09/2022,559,Shipped,Classic Cars,101.00,-11.99,S700_2824,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small
10193,26,29.21,10, 759.46 ,21/09/2022,563,Shipped,Vintage Cars,33.00,-3.79,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small
10192,26,150.71,12," 3,918.46 ",20/09/2022,564,Shipped,Classic Cars,169.00,-18.29,S18_3232,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10107,26,148.24,9," 3,854.24 ",14/09/2022,570,Shipped,Classic Cars,136.00,12.24,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium
10107,26,136.28,1," 3,543.28 ",06/09/2022,578,Shipped,Trucks and Buses,118.00,18.28,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10173,26,57.51,12," 1,495.26 ",05/09/2022,579,Shipped,Vintage Cars,60.00,-2.49,S18_2248,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10169,26,39.83,9," 1,035.58 ",04/09/2022,580,Shipped,Motorcycles,40.00,-0.17,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10166,26,73.73,1," 1,916.98 ",21/08/2022,594,Shipped,Vintage Cars,87.00,-13.27,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10151,26,123.85,1," 3,220.10 ",21/07/2022,625,Shipped,Trucks and Buses,115.00,8.85,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10150,26,107.86,10," 2,804.36 ",19/07/2022,627,Shipped,Vintage Cars,104.00,3.86,S18_3136,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10149,26,38.98,9," 1,013.48 ",12/07/2022,634,Shipped,Vintage Cars,41.00,-2.02,S24_3969,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10147,26,82.39,3," 2,142.14 ",05/07/2022,641,Shipped,Classic Cars,77.00,5.39,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small
10143,26,100.48,11," 2,612.48 ",10/06/2022,666,Shipped,Ships,90.00,10.48,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small
10143,26,82.77,4," 2,152.02 ",10/06/2022,666,Shipped,Planes,99.00,-16.23,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small
10107,26,122.62,4," 3,188.12 ",24/05/2022,683,Shipped,Classic Cars,147.00,-24.38,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10140,26,108.83,3," 2,829.58 ",24/05/2022,683,Shipped,Trucks and Buses,96.00,12.83,S32_1268,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10137,26,49.81,1," 1,295.06 ",10/05/2022,697,Shipped,Classic Cars,50.00,-0.19,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10131,26,85.13,2," 2,213.38 ",16/04/2022,721,Shipped,Planes,74.00,11.13,S700_4002,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small
10126,26,62.70,7," 1,630.20 ",28/03/2022,740,Shipped,Trucks and Buses,64.00,-1.30,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10123,26,118.22,2," 3,073.72 ",20/03/2022,748,Shipped,Classic Cars,124.00,-5.78,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium
10119,26,59.22,1," 1,539.72 ",28/02/2022,768,Shipped,Planes,74.00,-14.78,S700_4002,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10117,26,136.59,5," 3,551.34 ",16/02/2022,780,Shipped,Vintage Cars,136.00,0.59,S18_3140,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10109,26,168.43,4," 4,379.18 ",10/01/2022,817,Shipped,Classic Cars,141.00,27.43,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10109,26,121.44,1," 3,157.44 ",10/01/2022,817,Shipped,Classic Cars,132.00,-10.56,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10108,26,68.35,9," 1,777.10 ",03/01/2022,824,Shipped,Classic Cars,80.00,-11.65,S18_3278,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small
10106,26,63.76,3," 1,657.76 ",17/12/2021,841,Shipped,Planes,72.00,-8.24,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10104,26,112.37,5," 2,921.62 ",01/12/2021,857,Shipped,Classic Cars,118.00,-5.63,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,26,207.87,11," 5,404.62 ",29/11/2021,859,Shipped,Classic Cars,214.00,-6.13,S10_1949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10101,26,145.13,1," 3,773.38 ",09/11/2021,879,Shipped,Vintage Cars,168.00,-22.87,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium
10414,27,90.37,8," 2,439.99 ",06/03/2024,31,On Hold,Ships,99.00,-8.63,S700_3962,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10107,27,163.99,2," 4,427.73 ",01/03/2024,36,Shipped,Classic Cars,147.00,16.99,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10107,27,119.00,8," 3,213.00 ",01/03/2024,36,Shipped,Trucks and Buses,116.00,3.00,S18_1097,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10411,27,69.16,5," 1,867.32 ",01/03/2024,36,Shipped,Trucks and Buses,64.00,5.16,S32_3522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10403,27,79.65,4," 2,150.55 ",08/02/2024,58,Shipped,Motorcycles,69.00,10.65,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10396,27,83.20,7," 2,246.40 ",23/01/2024,74,Shipped,Vintage Cars,88.00,-4.80,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10388,27,118.94,1," 3,211.38 ",03/01/2024,94,Shipped,Vintage Cars,43.00,75.94,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium
10383,27,142.37,11," 3,843.99 ",22/12/2023,106,Shipped,Trucks and Buses,122.00,20.37,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10380,27,93.16,13," 2,515.32 ",16/12/2023,112,Shipped,Vintage Cars,102.00,-8.84,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10380,27,68.35,5," 1,845.45 ",16/12/2023,112,Shipped,Vintage Cars,44.00,24.35,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10379,27,49.30,1," 1,331.10 ",10/12/2023,118,Shipped,Vintage Cars,60.00,-10.70,S18_2248,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,27,144.87,1," 3,911.49 ",20/11/2023,138,Shipped,Trucks and Buses,116.00,28.87,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10370,27,56.85,9," 1,534.95 ",20/11/2023,138,Shipped,Classic Cars,169.00,-112.15,S18_3232,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10367,27,155.41,5," 4,196.07 ",12/11/2023,146,Resolved,Vintage Cars,127.00,28.41,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10358,27,139.31,3," 3,761.37 ",10/10/2023,179,Shipped,Classic Cars,101.00,38.31,S700_2824,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10356,27,64.69,2," 1,746.63 ",09/10/2023,180,Shipped,Classic Cars,142.00,-77.31,S18_1984,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small
10353,27,130.21,1," 3,515.67 ",04/10/2023,185,Shipped,Planes,84.00,46.21,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10350,27,163.20,14," 4,406.40 ",02/10/2023,187,Shipped,Trains,62.00,101.20,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10107,27,164.00,2," 4,428.00 ",29/09/2023,190,Shipped,Classic Cars,147.00,17.00,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10343,27,36.21,6, 977.67 ,24/09/2023,195,Shipped,Classic Cars,50.00,-13.79,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10339,27,104.10,2," 2,810.70 ",23/09/2023,196,Shipped,Planes,84.00,20.10,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10339,27,84.39,10," 2,278.53 ",23/09/2023,196,Shipped,Motorcycles,112.00,-27.61,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10339,27,76.31,6," 2,060.37 ",23/09/2023,196,Shipped,Planes,49.00,27.31,S72_1253,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10332,27,89.89,16," 2,427.03 ",17/09/2023,202,Shipped,Vintage Cars,53.00,36.89,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10331,27,154.47,11," 4,170.69 ",17/09/2023,202,Shipped,Classic Cars,169.00,-14.53,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10331,27,42.24,13," 1,140.48 ",17/09/2023,202,Shipped,Classic Cars,37.00,5.24,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small
10328,27,102.30,8," 2,762.10 ",12/09/2023,207,Shipped,Planes,91.00,11.30,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10107,27,54.33,1," 1,466.91 ",05/09/2023,214,Shipped,Classic Cars,151.00,-96.67,S12_3148,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small
10324,27,116.87,12," 3,155.49 ",05/09/2023,214,Shipped,Classic Cars,169.00,-52.13,S18_3232,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10107,27,177.19,9," 4,784.13 ",04/09/2023,215,Shipped,Trucks and Buses,136.00,41.19,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10321,27,105.60,7," 2,851.20 ",04/09/2023,215,Shipped,Classic Cars,132.00,-26.40,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10316,27,137.19,9," 3,704.13 ",01/09/2023,218,Shipped,Planes,157.00,-19.81,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10313,27,87.64,6," 2,366.28 ",22/08/2023,228,Shipped,Trucks and Buses,96.00,-8.36,S32_1268,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10310,27,80.41,13," 2,171.07 ",16/08/2023,234,Shipped,Classic Cars,80.00,0.41,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small
10308,27,82.79,7," 2,235.33 ",15/08/2023,235,Shipped,Planes,84.00,-1.21,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10305,27,145.72,4," 3,934.44 ",13/08/2023,237,Shipped,Classic Cars,163.00,-17.28,S18_2238,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10292,27,141.94,4," 3,832.38 ",08/07/2023,273,Shipped,Classic Cars,118.00,23.94,S24_4048,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10287,27,159.65,2," 4,310.55 ",30/06/2023,281,Shipped,Classic Cars,141.00,18.65,S18_3685,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10107,27,201.41,8," 5,438.07 ",27/06/2023,284,Shipped,Motorcycles,193.00,8.41,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10107,27,161.66,6," 4,364.82 ",20/06/2023,291,Shipped,Classic Cars,151.00,10.66,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10281,27,85.98,11," 2,321.46 ",19/06/2023,292,Shipped,Classic Cars,101.00,-15.02,S700_2824,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10280,27,57.68,8," 1,557.36 ",17/06/2023,294,Shipped,Vintage Cars,53.00,4.68,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small
10276,27,36.61,10, 988.47 ,02/06/2023,309,Shipped,Motorcycles,40.00,-3.39,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small
10275,27,62.31,10," 1,682.37 ",23/05/2023,319,Shipped,Planes,72.00,-9.69,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10273,27,103.56,6," 2,796.12 ",21/05/2023,321,Shipped,Vintage Cars,88.00,15.56,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10107,27,158.63,3," 4,283.01 ",20/05/2023,322,Shipped,Classic Cars,151.00,7.63,S12_3148,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10262,27,76.00,5," 2,052.00 ",24/04/2023,348,Cancelled,Planes,80.00,-4.00,S700_3167,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,27,125.12,1," 3,378.24 ",17/04/2023,355,Shipped,Classic Cars,136.00,-10.88,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10259,27,135.47,8," 3,657.69 ",15/04/2023,357,Shipped,Classic Cars,169.00,-33.53,S18_3232,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10250,27,98.84,4," 2,668.68 ",11/03/2023,392,Shipped,Planes,84.00,14.84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10107,27,153.99,1," 4,157.73 ",05/03/2023,398,Shipped,Classic Cars,173.00,-19.01,S12_3891,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10241,27,86.73,9," 2,341.71 ",13/02/2023,418,Shipped,Classic Cars,107.00,-20.27,S24_3432,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10237,27,115.32,5," 3,113.64 ",05/02/2023,426,Shipped,Motorcycles,102.00,13.32,S32_4485,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10227,27,43.90,8," 1,185.30 ",02/01/2023,460,Shipped,Vintage Cars,41.00,2.90,S24_3969,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small
10107,27,167.33,9," 4,517.91 ",22/12/2022,471,Shipped,Classic Cars,194.00,-26.67,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10225,27,169.04,11," 4,564.08 ",22/12/2022,471,Shipped,Classic Cars,146.00,23.04,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10107,27,186.86,1," 5,045.22 ",12/12/2022,481,Shipped,Classic Cars,173.00,13.86,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10215,27,89.38,10," 2,413.26 ",29/11/2022,494,Shipped,Vintage Cars,102.00,-12.62,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small
10214,27,133.49,4," 3,604.23 ",26/11/2022,497,Shipped,Vintage Cars,127.00,6.49,S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium
10213,27,103.35,3," 2,790.45 ",22/11/2022,501,Shipped,Classic Cars,117.00,-13.65,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small
10212,27,79.62,2," 2,149.74 ",16/11/2022,507,Shipped,Classic Cars,85.00,-5.38,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10210,27,98.48,9," 2,658.96 ",12/11/2022,511,Shipped,Planes,109.00,-10.52,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10207,27,60.06,9," 1,621.62 ",09/10/2022,545,Shipped,Trucks and Buses,54.00,6.06,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10204,27,154.44,14," 4,169.88 ",02/10/2022,552,Shipped,Classic Cars,132.00,22.44,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10198,27,71.67,6," 1,935.09 ",27/09/2022,557,Shipped,Vintage Cars,65.00,6.67,S24_3420,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small
10196,27,168.04,8," 4,537.08 ",26/09/2022,558,Shipped,Classic Cars,143.00,25.04,S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10197,27,92.16,10," 2,488.32 ",26/09/2022,558,Shipped,Ships,100.00,-7.84,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small
10195,27,189.93,5," 5,128.11 ",25/09/2022,559,Shipped,Classic Cars,163.00,26.93,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10107,27,131.28,16," 3,544.56 ",20/09/2022,564,Shipped,Classic Cars,115.00,16.28,S12_4675,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10107,27,200.41,14," 5,411.07 ",12/09/2022,572,Shipped,Classic Cars,194.00,6.41,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10181,27,143.88,3," 3,884.76 ",12/09/2022,572,Shipped,Classic Cars,132.00,11.88,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10178,27,73.64,6," 1,988.28 ",08/09/2022,576,Shipped,Vintage Cars,65.00,8.64,S24_3420,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small
10176,27,68.78,8," 1,857.06 ",06/09/2022,578,Shipped,Classic Cars,57.00,11.78,S24_1444,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10173,27,41.22,8," 1,112.94 ",05/09/2022,579,Shipped,Vintage Cars,44.00,-2.78,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10107,27,135.59,4," 3,660.93 ",28/08/2022,587,Shipped,Motorcycles,118.00,17.59,S10_2016,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10168,27,73.02,18," 1,971.54 ",28/08/2022,587,Shipped,Planes,68.00,5.02,S24_3949,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10107,27,205.89,2," 5,559.03 ",22/08/2022,593,Shipped,Classic Cars,173.00,32.89,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10165,27,31.82,13, 859.14 ,22/08/2022,593,Shipped,Classic Cars,35.00,-3.18,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10301,27,72.02,1," 1,944.54 ",05/08/2022,610,Shipped,Classic Cars,73.00,-0.98,S24_1046,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10151,27,113.65,10," 3,068.55 ",21/07/2022,625,Shipped,Trucks and Buses,96.00,17.65,S32_1268,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10148,27,130.68,10," 3,528.36 ",11/07/2022,635,Shipped,Classic Cars,132.00,-1.32,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10148,27,128.50,7," 3,469.50 ",11/07/2022,635,Shipped,Classic Cars,107.00,21.50,S24_3432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10145,27,60.95,3," 1,645.65 ",25/06/2022,651,Shipped,Motorcycles,69.00,-8.05,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10145,27,120.42,4," 3,251.34 ",25/06/2022,651,Shipped,Motorcycles,102.00,18.42,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10143,27,60.97,8," 1,646.19 ",10/06/2022,666,Shipped,Planes,68.00,-7.03,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small
10135,27,66.13,6," 1,785.51 ",02/05/2022,705,Shipped,Classic Cars,61.00,5.13,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10107,27,122.51,5," 3,307.77 ",01/05/2022,706,Shipped,Motorcycles,118.00,4.51,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10133,27,50.19,7," 1,355.13 ",27/04/2022,710,Shipped,Vintage Cars,43.00,7.19,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
